"Name","Country","Type","Competition","Other_Names"
"FC Vestsjælland","Denmark","Men","",""
"HB Køge","Denmark","Men","",""
"HB Køge","Denmark","Women","Danish Women's League",""
"Herfølge Boldklub","Denmark","Men","",""
"Hobro IK","Denmark","Men","",""
"Hvidovre IF","Denmark","Men","Superliga",""
"Ikast FS","Denmark","Men","",""
"KoldingQ","Denmark","Women","Danish Women's League",""
"Lyngby BK","Denmark","Men","Superliga",""
"Næstved HG","Denmark","Women","",""
"Odense BK","Denmark","Men","Superliga",""
"Odense Q","Denmark","Women","",""
"Randers FC","Denmark","Men","Superliga",""
"Silkeborg IF","Denmark","Men","Superliga",""
"Sundby BK","Denmark","Women","",""
"SønderjyskE Fodbold","Denmark","Men","",""
"Varde IF","Denmark","Women","",""
"Vejle BK","Denmark","Men","Superliga",""
"Vendsyssel FF","Denmark","Men","",""
"Viborg FF","Denmark","Men","Superliga",""
"VSK Aarhus","Denmark","Women","",""
"América de Quito","Ecuador","Men","",""
"Barcelona SC","Ecuador","Men","Liga Profesional Ecuador",""
"CD El Nacional","Ecuador","Men","Liga Profesional Ecuador","CSCyD El Nacional"
"CD Olmedo","Ecuador","Men","",""
"Club 9 de Octubre","Ecuador","Men","",""
"CS Emelec","Ecuador","Men","Liga Profesional Ecuador",""
"CSD Macará","Ecuador","Men","","CSyD Macará"
"Cumbayá FC","Ecuador","Men","Liga Profesional Ecuador",""
"Delfín SC","Ecuador","Men","Liga Profesional Ecuador",""
"Deportivo Cuenca","Ecuador","Men","Liga Profesional Ecuador","CD Cuenca,Dep. Cuenca"
"Deportivo Quito","Ecuador","Men","","SD Quito"
"Fuerza Amarilla Sporting Club","Ecuador","Men","","Fuerza Amarilla SC"
"Gualaceo Sporting Club","Ecuador","Men","Liga Profesional Ecuador",""
"Guayaquil City FC","Ecuador","Men","Liga Profesional Ecuador","CD River Plate Ecuador"
"Independiente del Valle","Ecuador","Men","Liga Profesional Ecuador","CAR"
"LDU Loja","Ecuador","Men","","LDU de Loja"
"LDU Portoviejo","Ecuador","Men","",""
"Libertad FC","Ecuador","Men","Liga Profesional Ecuador",""
"Liga de Quito","Ecuador","Men","Liga Profesional Ecuador","LDU de Quito"
"Manta Fútbol Club","Ecuador","Men","","Manta FC"
"Mushuc Runa Sporting Club","Ecuador","Men","Liga Profesional Ecuador","Mushuc Runa SC"
"Orense Sporting Club","Ecuador","Men","Liga Profesional Ecuador",""
"Sociedad Deportiva Aucas","Ecuador","Men","Liga Profesional Ecuador","SD Aucas"
"Técnico Universitario","Ecuador","Men","Liga Profesional Ecuador","CD"
"Universidad Católica del Ecuador","Ecuador","Men","Liga Profesional Ecuador","CD Universidad Católica"
"Al Ahly","Egypt","Men","Egyptian Premier League",""
"Baladiyat El Mahalla","Egypt","Men","Egyptian Premier League",""
"Ceramica Cleopatra","Egypt","Men","Egyptian Premier League",""
